Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
Death Connection Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.11,0.01,0.0,0.01,0.14
Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.05,0.0,0.01,0.13
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
DiRT 3,PC,2011,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
DiRT 3,X360,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73
Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01
Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.08,0.04,0.0,0.01,0.13
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.26,0.11,0.0,0.04,0.41
Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89
DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16
DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01
Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64
Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
Dragon Ball Kai: Ultimate Butouden,DS,2011,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62
Dream C Club Zero,X360,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.12
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.09,0.03,0.0,0.01,0.13
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0.0,0.02,0.12
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.1,0.04,0.0,0.01,0.15
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.24
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18
Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04
Dunamis 15,PS3,2011,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
Dunamis 15,X360,2011,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,0.01,0.0,0.0,0.0,0.01
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.06,0.07,0.11,0.03,0.27
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19
Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.09
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03
Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.03,0.0,0.01,0.08
Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16
F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
F1 2011,X360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73
FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47
FIFA 12,PS2,2011,Sports,Electronic Arts,0.0,0.02,0.0,0.06,0.09
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53
FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
FabStyle,3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
FabStyle,DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32
Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,0.13,0.04,0.0,0.01,0.19
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08
Fantastic Pets,X360,2011,Simulation,THQ,0.3,0.08,0.0,0.03,0.41
Farm Frenzy 3,DS,2011,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42
Fit & Fun,Wii,2011,Sports,Unknown,0.0,0.01,0.0,0.0,0.01
Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13
Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12
Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0.0,0.34,1.51
Football Manager 2012,PSP,2011,Sports,Sega,0.0,0.1,0.0,0.04,0.14
Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2
Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0.0,0.0,0.05,0.0,0.05
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Gal*Gun,X360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11
Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04
Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.05,0.0,0.0,0.0,0.06
Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1
Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0.0,0.01,0.09
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06
Germany's Next Topmodel 2011,DS,2011,Simulation,7G//AMES,0.0,0.01,0.0,0.0,0.02
Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0.01,0.0,0.0,0.04
Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0.0,0.01,0.12
Gloria Union,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03
Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0.0,0.13,0.8
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.21,0.0,0.05,0.51
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
Gray Matter,PC,2011,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09
Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0.0,0.01,0.08
Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0.0,0.01,0.16
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17
Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Gundam the 3D Battle,3DS,2011,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.12
HOP,DS,2011,Platform,505 Games,0.09,0.01,0.0,0.01,0.11
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0.0,0.02,0.24
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.15,0.0,0.05,0.34
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.18,0.14,0.0,0.03,0.35
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.12,0.0,0.03,0.34
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0.0,0.0,0.33,0.0,0.33
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24
Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
Hoppie,DS,2011,Platform,Jack of All Games,0.02,0.0,0.0,0.0,0.02
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22
Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03
I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21
ICO,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06
IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19
Instant Brain,X360,2011,Adventure,Cave,0.0,0.0,0.01,0.0,0.01
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
"Iza, Shutsujin! Koisen",PSP,2011,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0.0,0.0,0.21,0.0,0.21
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12
Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0.0,0.0,0.0,0.04
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06
Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0.0,0.02,0.0,0.0,0.02
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.01,0.02,0.0,0.01,0.04
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04
Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07
Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0.0,0.01,0.2
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.07
Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09
Johnny Test,DS,2011,Platform,505 Games,0.07,0.0,0.0,0.01,0.08
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05
Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.21,0.0,0.04,0.34
Junior Island Adventure,DS,2011,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03
Junior Mystery Quest,DS,2011,Puzzle,GSP,0.07,0.01,0.0,0.01,0.09
Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0.0,0.17,0.0,0.03,0.2
Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.21,0.0,0.09,0.63
Just Dance 3,Wii,2011,Misc,Ubisoft,6.05,3.15,0.0,1.07,10.26
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0.0,0.16,2.03
Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.25
Just Dance Kids 2,Wii,2011,Misc,Ubisoft,0.28,0.0,0.0,0.02,0.29
Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.29,0.09,0.0,0.03,0.41
Just Dance Wii,Wii,2011,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.44
Just Sing! Vol. 2,DS,2011,Misc,PQube,0.0,0.04,0.0,0.01,0.04
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Kaijuu Busters Powered,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
